"x","y","dist","rel.angle","behav_fine","behav_coarse","dt","id","obs","time1","SL","TA","tseg"
0,0,NA,NA,NA,NA,3600,1,1,1,NA,NA,1
1.33031867297676,2.47354066994518,2.80858526976545,1.07735273471722,"Exploratory","Exploratory",3600,1,2,2,3,6,1
3.81736729912002,11.1176610487513,8.99478893538326,0.213294604262436,"Transit","Exploratory",3600,1,3,3,4,5,1
4.69490434338858,11.0644301293748,0.87915004114274,-1.35123255817977,"Exploratory","Exploratory",3600,1,4,4,2,3,1
5.45007852078626,11.1459422543936,0.759560573445825,0.168107120279183,"Exploratory","Exploratory",3600,1,5,5,2,5,1
4.88644609816154,10.8457130343702,0.638607150280715,-2.75967499871791,"Exploratory","Exploratory",3600,1,6,6,2,1,1
5.05017508819059,10.9278890590442,0.183194108003387,3.1173217201084,"Resting","Exploratory",3600,1,7,7,2,8,1
4.02289843004785,13.0101132872953,2.32184303282561,1.56394555311267,"Exploratory","Exploratory",3600,1,8,8,3,6,1
5.34702869675521,10.1793024261667,3.12518976938909,3.1207965518744,"Exploratory","Exploratory",3600,1,9,9,3,8,1
5.57182254234585,10.0085376977769,0.28229924809938,0.483625787926724,"Exploratory","Exploratory",3600,1,10,10,2,5,1
6.56663317887487,9.59070912936813,1.07899439995293,0.252013878052438,"Exploratory","Exploratory",3600,1,11,11,3,5,1
6.20528307268207,11.1570182276466,1.60745080503121,2.19516593164367,"Exploratory","Exploratory",3600,1,12,12,3,7,1
2.38158329531279,13.4609190885016,4.46415044147284,0.801782567930805,"Exploratory","Exploratory",3600,1,13,13,4,6,1
5.1880290141312,11.9593497700465,3.18289930579023,-3.09060107276292,"Exploratory","Exploratory",3600,1,14,14,3,1,1
6.9316096647562,2.82483750264839,9.29942943671706,-0.890899281506657,"Transit","Exploratory",3600,1,15,15,4,3,1
6.46055495672563,3.44837366916946,0.781466498909289,-2.68321781625509,"Exploratory","Exploratory",3600,1,16,16,2,1,1
8.26316718505551,2.64949519637665,1.97170425267487,-2.63494718990975,"Exploratory","Exploratory",3600,1,17,17,3,1,1
7.70841355579561,0.294606848268996,2.41934923506926,-1.38498698196986,"Exploratory","Exploratory",3600,1,18,18,3,3,1
7.79135853255727,1.36072613325943,1.06934101155735,-2.98787996402786,"Exploratory","Exploratory",3600,1,19,19,2,1,1
9.30254403219631,1.39111199247479,1.51149095755137,-1.47304730356715,"Exploratory","Exploratory",3600,1,20,20,3,3,1
9.53466030151507,3.26361058003632,1.88683039060282,1.42736016568019,"Exploratory","Exploratory",3600,1,21,21,3,6,1
7.82215270412828,3.86700772438631,1.81570107256597,1.35536362232374,"Exploratory","Exploratory",3600,1,22,22,3,6,1
4.5257619082592,3.58275800670306,3.30862360825365,0.424782083547386,"Exploratory","Exploratory",3600,1,23,23,3,5,1
-4.83060142284878,1.97892254857148,9.49283008172284,0.083748780850518,"Transit","Exploratory",3600,1,24,24,4,5,1
-2.54196893840419,0.277000072904825,2.85208323196121,2.33240672393068,"Exploratory","Exploratory",3600,1,25,25,3,7,1
1.30752509017406,-4.07012797939707,5.80655892755509,-0.206616479107493,"Transit","Exploratory",3600,1,26,26,4,4,1
0.643870540425242,-4.89111177085931,1.05567596697378,-1.40458127746521,"Exploratory","Exploratory",3600,1,27,27,2,3,1
2.00921300464351,-2.57543285100432,2.68822039729974,-2.99451505092014,"Exploratory","Exploratory",3600,1,28,28,3,1,1
2.98426536712954,-1.18770204033764,1.69603181351742,-0.0797414057553381,"Exploratory","Exploratory",3600,1,29,29,3,4,1
4.22994598114021,-2.43049206633458,1.75961565145331,-1.74254832502359,"Exploratory","Exploratory",3600,1,30,30,3,2,1
3.18555445199043,-2.55748243593981,1.05208375148193,-2.23635737754674,"Resting","Exploratory",3600,1,31,31,2,2,1
-5.37616087919264,-2.56332270083158,8.56171732311393,-0.12031656715713,"Transit","Exploratory",3600,1,32,32,4,4,1
-9.64175602878961,0.576767995894049,5.29674159874994,-0.635256029157664,"Transit","Exploratory",3600,1,33,33,4,4,1
-9.63803675651953,0.573809206121235,0.00475262276418541,3.10415763938663,"Resting","Exploratory",3600,1,34,34,1,8,1
-9.64631777620031,0.580106244978809,0.0104032680118921,-3.11971928909315,"Resting","Exploratory",3600,1,35,35,1,1,1
-13.7463104168007,2.53923472922917,4.54402069436069,0.204374954570929,"Transit","Exploratory",3600,1,36,36,4,5,1
-13.0023830261398,-0.746650403176972,3.36904572036997,2.23920436378114,"Exploratory","Exploratory",3600,1,37,37,3,7,1
-12.662894458823,-1.60384511964069,0.921973572979254,0.15444569490598,"Exploratory","Exploratory",3600,1,38,38,2,5,1
-4.20708628844706,-6.47945732873114,9.76075233922201,0.670667893086627,"Transit","Exploratory",3600,1,39,39,4,5,1
4.33351060692508,-6.51895596533807,8.54068823172547,0.518410512099434,"Transit","Exploratory",3600,1,40,40,4,5,1
11.5180760296504,-7.84293137196126,7.30553839157412,-0.177611223141144,"Transit","Exploratory",3600,1,41,41,4,4,1
11.5017340388937,-7.5505268021482,0.292860876713593,1.8088625343993,"Resting","Exploratory",3600,1,42,42,2,7,1
12.5222691330786,-10.8208220410524,3.42583169873575,-2.89493701290088,"Exploratory","Exploratory",3600,1,43,43,3,1,1
10.7527116083535,-9.95366062082812,1.97060974371808,-2.32893347845607,"Exploratory","Exploratory",3600,1,44,44,3,2,1
14.1765087689791,-5.28520333858835,5.78937651161202,-1.74793032749131,"Exploratory","Exploratory",3600,1,45,45,4,2,1
