"x","y","dist","rel.angle","behav_fine","behav_coarse","dt","id","obs","time1","SL","TA","tseg"
-26.7152418534283,14.4244256799276,1.90235286552457,-2.9075013501114,"Encamped","Encamped",3600,1,32,32,2,1,1
-26.5352507124247,16.8495184274608,2.43176307336417,3.06658185652147,"Encamped","Encamped",3600,1,33,33,2,8,1
-26.4938034739981,16.2107319486841,0.640129704857557,-3.00271466290393,"Encamped","Encamped",3600,1,34,34,1,1,1
-26.8839564158165,18.8574090533373,2.67527924043539,-3.06002786654437,"Encamped","Encamped",3600,1,35,35,3,1,1
-26.8723669030702,17.8350165260027,1.02245821271841,3.00656954488059,"Encamped","Encamped",3600,1,36,36,1,8,1
-27.3965164972341,19.2420023760826,1.5014466288841,-2.79632119443122,"Encamped","Encamped",3600,1,37,37,2,1,1
-26.9266505484025,18.6385185339045,0.764831195520581,-2.83665081171355,"Encamped","Encamped",3600,1,38,38,1,1,1
-28.5632861732908,20.8989400595244,2.79071346471454,3.10672282145945,"Encamped","Encamped",3600,1,39,39,3,8,1
-26.7912311374827,17.5735745245874,3.76805453661161,3.00452633218036,"Encamped","Encamped",3600,1,40,40,3,8,1
-27.1212755853158,18.8052270349878,1.2751067578525,2.9137979971251,"Encamped","Encamped",3600,1,41,41,1,8,1
-25.3817413647215,18.6083384077577,1.75064115002221,-1.94531904607946,"Encamped","Encamped",3600,1,42,42,2,2,1
-25.9580046916157,18.8037045339556,0.608479535554621,2.92743582068293,"Encamped","Encamped",3600,1,43,43,1,8,1
-25.7761329220688,18.7949510769365,0.182082298886827,-2.86282350100613,"Encamped","Encamped",3600,1,44,44,1,1,1
-17.1570268015123,24.1042353382715,10.1231165994013,0.600186769424169,"Transit","Encamped",3600,1,45,45,4,5,1
-10.3158798270167,30.3275171809955,9.24827166667528,0.186045626521946,"Transit","Encamped",3600,1,46,46,4,5,1
-12.0027583107356,28.4300108746239,2.53891496540431,-3.03563905240329,"Encamped","Encamped",3600,1,47,47,2,1,1
-10.7729034979606,28.7849375114415,1.28004522499348,2.57845781518848,"Encamped","Encamped",3600,1,48,48,1,8,1
-15.3024180301111,27.629055900399,4.67467262979017,3.11049050482602,"Encamped","Encamped",3600,1,49,49,3,8,1
-14.7900310242352,27.7524318253758,0.527031367808723,3.12802496664077,"Encamped","Encamped",3600,1,50,50,1,8,1
-17.4193688524854,29.6008925040158,3.2140666289835,2.29255828532872,"Encamped","Encamped",3600,1,51,51,3,7,1
-15.2171749757364,27.2775418827107,3.20118977574112,2.94217489480931,"Encamped","Encamped",3600,1,52,52,3,8,1
-15.5590821802005,27.5440244233554,0.433489885617763,-2.99148239664434,"Encamped","Encamped",3600,1,53,53,1,1,1
-15.2650170591137,27.3755990154184,0.338882595419928,-2.99968009267762,"Encamped","Encamped",3600,1,54,54,1,1,1
-2.22203503005128,24.2239377973314,13.4183586419516,0.283048875461179,"Transit","Encamped",3600,1,55,55,5,5,1
-2.85445241826479,24.716161983591,0.801396532594031,2.71730248578654,"Encamped","Encamped",3600,1,56,56,1,8,1
-0.748713880928124,22.5397173625388,3.02837348689553,3.00106629415656,"Encamped","Encamped",3600,1,57,57,3,8,1
-1.72476650120668,23.8442914894836,1.62929198434362,3.0150381776483,"Encamped","Encamped",3600,1,58,58,2,8,1
-7.781015114443,26.649408524985,6.67434107970122,0.494704833405411,"Transit","Encamped",3600,1,59,59,3,5,1
-5.2806002597228,29.0401652850961,3.45944971516028,-1.94485233533811,"Encamped","Encamped",3600,1,60,60,3,2,1
-5.48147999175353,27.8483931091813,1.20858329709852,-2.5007645264117,"Encamped","Encamped",3600,1,61,61,1,1,1
-5.08023783991575,29.5773881228648,1.77494197701042,3.08054817545238,"Encamped","Encamped",3600,1,62,62,2,8,1
-1.44600881937226,43.0019983674718,13.9078316352108,-0.0363467814236316,"Transit","Encamped",3600,1,63,63,5,4,1
-1.96312950129964,41.4256257165556,1.65902517588903,3.08898654064587,"Encamped","Encamped",3600,1,64,64,2,8,1
-0.96522266556745,44.2177698739947,2.96511164186483,3.11532566990578,"Encamped","Encamped",3600,1,65,65,3,8,1
-2.02050420828361,40.6425762879491,3.72768404134513,-3.08536000433032,"Encamped","Encamped",3600,1,66,66,3,1,1
-2.14355504731427,42.5305146305177,1.89194415729605,-2.78948976646766,"Encamped","Encamped",3600,1,67,67,2,1,1
-2.12338700166423,41.9854186103033,0.545468992078292,3.11348955155672,"Encamped","Encamped",3600,1,68,68,1,8,1
-3.68615982699692,45.9435684342715,4.25549162055075,-2.80253843340462,"Encamped","Encamped",3600,1,69,69,3,1,1
-0.502012765650482,45.762554407011,3.18928810024215,-2.00362013934793,"Encamped","Encamped",3600,1,70,70,3,2,1
6.77962749530564,42.2846290399721,8.06958795408231,-0.388804100315361,"Transit","Encamped",3600,1,71,71,4,4,1
8.56641406265626,31.5596417559734,10.8728082149552,-0.960120688378793,"Transit","Encamped",3600,1,72,72,4,3,1
7.67870951415086,32.6803263331376,1.42966894312313,-2.63676588358723,"Encamped","Encamped",3600,1,73,73,2,1,1
8.97079050775585,31.2475315428283,1.92934553804457,-3.07770002044228,"Encamped","Encamped",3600,1,74,74,2,1,1
7.50504614778329,32.4212978052965,1.8778002470177,-2.97982767600243,"Encamped","Encamped",3600,1,75,75,2,1,1
9.24588464717294,30.9628090818073,2.27105879217208,3.11944709320087,"Encamped","Encamped",3600,1,76,76,2,8,1
5.88362821040869,36.0328274544781,6.0835725232614,2.85374382556793,"Encamped","Encamped",3600,1,77,77,3,8,1
7.01785527788349,35.4457821099996,1.27714262205373,-2.63397746479025,"Encamped","Encamped",3600,1,78,78,1,1,1
8.14044380577509,37.807104511469,2.61458380753704,1.6046231985071,"Encamped","Encamped",3600,1,79,79,3,7,1
11.4175085768028,47.682101809877,10.4045530974221,0.123360887043929,"Transit","Encamped",3600,1,80,80,4,5,1
11.3061371580624,47.3974339191276,0.30567859090226,3.08908621273995,"Encamped","Encamped",3600,1,81,81,1,8,1
12.0750487932431,49.0296757251632,1.80428335249395,3.07427564647152,"Encamped","Encamped",3600,1,82,82,2,8,1
11.3181600186496,49.2085508684786,0.777738345461883,1.77896751068998,"Encamped","Encamped",3600,1,83,83,1,7,1
4.23297616237955,51.3859909895236,7.41222475090214,-0.0660900452498652,"Transit","Encamped",3600,1,84,84,3,4,1
5.58142632996349,51.0077462973388,1.40049523441643,-3.11690643517809,"Encamped","Encamped",3600,1,85,85,2,1,1
1.04067576204183,52.9313334032968,4.93138956829502,3.01436037668125,"Encamped","Encamped",3600,1,86,86,3,8,1
3.99195841110188,54.9003492745023,3.54782930475834,-2.15253203836622,"Encamped","Encamped",3600,1,87,87,3,2,1
3.02228232371831,54.4619398986034,1.06417784947798,2.9778546735578,"Encamped","Encamped",3600,1,88,88,1,8,1
5.25218065602448,54.5879085412592,2.23345353015334,2.7734084065144,"Encamped","Encamped",3600,1,89,89,2,8,1
15.6123978965781,53.114647319782,10.4644445575565,-0.197687401445661,"Transit","Encamped",3600,1,90,90,4,4,1
14.1182619102789,52.9471434897627,1.50349588580257,-2.88869469398915,"Encamped","Encamped",3600,1,91,91,2,1,1
-0.275229542162399,55.9523988209131,14.7038823375634,-0.317476904076567,"Transit","Encamped",3600,1,92,92,5,4,1
0.102894022498205,55.9403749723251,0.378314687907447,-2.96754510446922,"Encamped","Encamped",3600,1,93,93,1,1,1
-0.96126148471679,56.1330364236804,1.08145521330027,2.99427442288687,"Encamped","Encamped",3600,1,94,94,1,8,1
0.8935989372547,55.573809096365,1.93732867335736,3.02787299802297,"Encamped","Encamped",3600,1,95,95,2,8,1
2.27389897207513,57.3785280748121,2.2720560682546,1.21069839729805,"Encamped","Encamped",3600,1,96,96,2,6,1
5.31540792007975,70.8785432236702,13.8383953441209,0.431326999226118,"Transit","Encamped",3600,1,97,97,5,5,1
10.6214067470044,78.7021714447004,9.45318899061192,-0.374349180884748,"Transit","Encamped",3600,1,98,98,4,4,1
9.75645664781298,78.2303957605535,0.985246654520382,2.66607544881681,"Encamped","Encamped",3600,1,99,99,1,8,1
12.3367789253886,78.8537688455065,2.65455402265561,2.87930483369247,"Encamped","Encamped",3600,1,100,100,3,8,1
9.69792626175995,77.7432840492136,2.86299141862808,-2.98031220452898,"Encamped","Encamped",3600,1,101,101,3,1,1
10.7761142263318,80.9712693808403,3.40328937766754,-2.2914838864258,"Encamped","Encamped",3600,1,102,102,3,2,1
10.513745506698,80.072029484451,0.936733546052696,-3.10311760201885,"Encamped","Encamped",3600,1,103,103,1,1,1
10.9759062845556,82.2245255007622,2.20155210813315,-3.06920410945461,"Encamped","Encamped",3600,1,104,104,2,1,1
10.99799891143,81.7599205020747,0.465129969973513,-2.88257879898482,"Encamped","Encamped",3600,1,105,105,1,1,1
10.7642646392883,84.2317622171365,2.48286793331686,-3.09482985258152,"Encamped","Encamped",3600,1,106,106,2,1,1
10.7747427498443,82.1767225954316,2.05506633410652,3.05241292008578,"Encamped","Encamped",3600,1,107,107,2,8,1
10.7908463626988,82.2880663645903,0.112502272321227,2.99286025799675,"Encamped","Encamped",3600,1,108,108,1,8,1
6.71365131636612,80.6655276855842,4.3881831332239,2.09317191903756,"Encamped","Encamped",3600,1,109,109,3,7,1
8.26287482301865,81.9263257432319,1.99742464582099,-2.83721990940203,"Encamped","Encamped",3600,1,110,110,2,1,1
6.1389081786145,80.3125623699341,2.66748318299085,3.10821377517472,"Encamped","Encamped",3600,1,111,111,3,8,1
7.41375426734642,81.8757254419476,2.01710469229086,-2.90468631962944,"Encamped","Encamped",3600,1,112,112,2,1,1
6.0951529690443,80.8691271073445,1.65890011486823,2.90696216502717,"Encamped","Encamped",3600,1,113,113,2,8,1
7.67815793718571,81.7293607548129,1.80163999106294,2.98735698592265,"Encamped","Encamped",3600,1,114,114,2,8,1
4.95207250344984,82.942641933494,2.98388890720963,2.22507554797517,"Encamped","Encamped",3600,1,115,115,3,7,1
6.31340248359543,83.2525527253725,1.39616045416202,-2.49901335955884,"Encamped","Encamped",3600,1,116,116,2,1,1
3.48241035734035,84.8109513680111,3.23158208131808,2.41454447218255,"Encamped","Encamped",3600,1,117,117,3,8,1
6.3822108785244,82.8512995227898,3.49986834282926,3.05051155111812,"Encamped","Encamped",3600,1,118,118,3,8,1
3.27270511071568,83.8433740181144,3.26392982833719,-2.85613855607125,"Encamped","Encamped",3600,1,119,119,3,1,1
0.946907389297944,74.5098657346974,9.61892467574032,1.63541916242831,"Transit","Encamped",3600,1,120,120,4,7,1
2.8116491728677,74.0787075543211,1.91393816407331,1.5877875454308,"Encamped","Encamped",3600,1,121,121,2,7,1
2.65828178371644,73.6028223996937,0.499988236311344,-1.65534143423694,"Encamped","Encamped",3600,1,122,122,1,2,1
3.36067115003139,75.2649075770476,1.80440515369792,3.05352869583897,"Encamped","Encamped",3600,1,123,123,2,8,1
3.07163936154523,74.6820062798549,0.65062531231452,3.08110237840963,"Encamped","Encamped",3600,1,124,124,1,8,1
3.3514702048853,75.2867446073951,0.666343564297386,-3.11466030457962,"Encamped","Encamped",3600,1,125,125,1,1,1
6.37294945699293,82.9771811924475,8.26269639643314,0.0590297651999244,"Transit","Encamped",3600,1,126,126,4,5,1
7.11179267652157,79.9261508978013,3.13921569215825,-2.52964430935658,"Encamped","Encamped",3600,1,127,127,3,1,1
7.67264688875287,65.1964792793784,14.7403454312967,-0.199530003431308,"Transit","Encamped",3600,1,128,128,5,4,1
15.6765685334117,68.4264686366809,8.63108295303233,1.91630191982778,"Transit","Encamped",3600,1,129,129,4,7,1
12.9909723182658,68.9454535454473,2.73528286770003,2.56713447857685,"Encamped","Encamped",3600,1,130,130,3,8,1
15.3706166638103,66.8383512917713,3.17845671965633,2.60775823219324,"Encamped","Encamped",3600,1,131,131,3,8,1
15.2130392683734,66.9577809286209,0.197722213498347,-3.06540869091073,"Encamped","Encamped",3600,1,132,132,1,1,1
8.40073472418129,74.5734875018223,10.2179489043508,-0.192479274843198,"Transit","Encamped",3600,1,133,133,4,4,1
8.79758304145131,74.2905919651684,0.48735866831188,-2.91987030718706,"Encamped","Encamped",3600,1,134,134,1,1,1
5.07491448947618,77.9282056080661,5.20485294344232,2.98705176954213,"Encamped","Encamped",3600,1,135,135,3,8,1
8.69970562684125,74.93085558722,4.70353249558103,-3.0586811049196,"Encamped","Encamped",3600,1,136,136,3,1,1
8.29452722912522,76.3666844279567,1.49190280979256,2.53676705602209,"Encamped","Encamped",3600,1,137,137,2,8,1
