,x,y,SL,TA,behav_fine,behav_coarse,HMM state,BCPA fine cluster,BCPA coarse cluster
1,0,0,NA,NA,NA,NA,NA,NA,NA
2,-0.030268413,-0.03604397,0.047067448,-2.269317517,Resting,Resting,Resting,NA,NA
3,-12.92508861,-10.7751249,16.78106812,-0.177839119,Transit,Resting,Transit,1,1
4,-12.89167329,-10.72274508,0.062130743,-2.833084658,Resting,Resting,Resting,1,1
5,-13.2619517,-11.17600692,0.585279761,3.024472107,Resting,Resting,Resting,1,1
6,-16.17103591,-18.05301972,7.466999124,0.284784155,Transit,Resting,Transit,1,1
7,-16.15125554,-18.01066136,0.046749255,3.104899603,Resting,Resting,Resting,1,1
8,-16.15123868,-18.0107259,6.67E-05,-2.449132148,Resting,Resting,Resting,1,1
9,-16.15137286,-18.01040494,0.000347875,-3.001205654,Resting,Resting,Resting,1,1
10,-15.88528853,-18.26605708,0.368997131,-2.732167761,Resting,Resting,Resting,1,1
11,-15.90337139,-18.24904498,0.02482743,-3.131084221,Resting,Resting,Resting,1,1
12,-15.90034857,-18.25248533,0.004579681,3.046579996,Resting,Resting,Resting,1,1
13,-18.1726911,-18.02184265,2.28401765,-2.392836284,Resting,Resting,Resting,1,1
14,-18.34963441,-17.98708807,0.180324202,-0.092793926,Resting,Resting,Resting,1,1
15,-18.28793742,-17.99880278,0.062799314,-3.135286366,Resting,Resting,Resting,1,1
16,-19.26273674,-17.63570852,1.040226494,2.972673395,Resting,Resting,Resting,1,1
17,-19.24023254,-17.62876157,0.023552045,-2.485616961,Resting,Resting,Resting,1,1
18,-19.24025389,-17.62876324,2.14E-05,2.920113007,Resting,Resting,Resting,1,1
19,-28.10849267,-22.22281495,9.987540746,0.400035119,Transit,Resting,Transit,1,1
20,-28.02778067,-22.2056399,0.082519143,2.873288844,Resting,Resting,Resting,1,1
21,-28.03204644,-22.1863997,0.019707412,1.579310995,Resting,Resting,Resting,1,1
22,-28.0078604,-22.31753103,0.133343135,3.105802564,Resting,Resting,Resting,1,1
23,-28.00798481,-22.31644577,0.001092374,3.073336782,Resting,Resting,Resting,1,1
24,-27.87319629,-22.94940014,0.647146957,-3.045911032,Resting,Resting,Resting,1,1
25,-27.87331541,-22.94876493,0.00064628,3.117152636,Resting,Resting,Resting,1,1
26,-26.81735936,-24.05358525,1.528290262,-2.564182079,Resting,Resting,Resting,1,1
27,-21.19982848,-33.27415846,10.79701919,-0.215602752,Transit,Resting,Transit,1,1
28,-21.14649468,-30.47376042,2.800905866,2.575364826,Exploratory,Resting,Resting,1,1
29,-20.56458446,-31.3189617,1.026150432,-2.519592514,Resting,Resting,Resting,1,1
30,-20.56452227,-31.31889694,8.98E-05,1.773480659,Resting,Resting,Resting,1,1
31,-20.58323907,-31.34107991,0.029024174,-3.07729035,Resting,Resting,Resting,1,1
32,-19.58042756,-36.1118297,4.875006098,0.908036049,Exploratory,Resting,Transit,1,1
33,-19.57500757,-35.80214733,0.309729795,2.916908935,Resting,Resting,Resting,1,1
34,-19.50310128,-35.83360943,0.078488081,-1.965743013,Resting,Resting,Resting,1,1
35,-19.50312536,-35.83353581,7.75E-05,2.299363413,Resting,Resting,Resting,1,1
36,-19.19505063,-35.71342418,0.330661217,-1.515166329,Resting,Resting,Resting,1,1
37,-19.19505088,-35.71342425,2.55E-07,3.051654376,Resting,Resting,Resting,1,1
38,-19.18511273,-35.7065953,0.012058247,-2.821358985,Resting,Resting,Resting,1,1
39,-19.5408353,-35.93109667,0.420641674,3.102530429,Resting,Resting,Resting,1,1
40,-19.53476042,-35.92880215,0.006493766,2.939750255,Resting,Resting,Resting,1,1
41,-19.58196979,-35.94607137,0.05026878,3.131132624,Resting,Resting,Resting,1,1
42,-19.58192288,-35.94607193,4.69E-05,2.778871438,Resting,Resting,Resting,1,1
43,-19.58204413,-35.94606015,0.000121814,3.056786787,Resting,Resting,Resting,1,1
44,-17.63493197,-35.45748807,2.007473145,-2.798901045,Exploratory,Resting,Resting,1,1
45,-5.596789137,-28.83184999,13.74103209,0.25729467,Transit,Resting,Transit,1,1
46,-5.596789137,-28.83184999,1.23E-10,2.75546619,Resting,Resting,Resting,1,1
47,-5.584651045,-28.83079579,0.012183784,3.111211831,Resting,Resting,Resting,1,1
48,-0.442274149,-34.65441466,7.769078247,-0.934074606,Transit,Resting,Transit,1,1
49,-0.533801638,-34.4786103,0.198203057,2.898246107,Resting,Resting,Resting,1,1
50,-0.435341963,-34.7427949,0.281935825,3.018330747,Resting,Resting,Resting,1,1
51,-0.672076878,-34.80912553,0.245851931,-1.654358268,Resting,Resting,Resting,1,1
52,-0.668621991,-34.80940225,0.00346595,2.788484183,Resting,Resting,Resting,1,1
53,-0.669209841,-34.80941342,0.000587956,-3.042658214,Resting,Resting,Resting,1,1
54,1.681389729,-34.99315414,2.357769919,3.04457334,Resting,Resting,Resting,1,1
55,1.667542233,-34.99210615,0.013887096,-3.139120612,Resting,Resting,Resting,1,1
56,-6.668885415,-38.58411802,9.077366093,0.482378637,Transit,Resting,Transit,1,1
57,-4.62654634,-45.58296912,7.290752062,1.447881392,Transit,Resting,Transit,1,1
58,-2.353961276,-54.21926695,8.930301397,-0.026616581,Transit,Resting,Transit,1,1
59,-2.353406914,-54.19750721,0.021766793,2.858811451,Resting,Resting,Resting,1,1
60,-2.488333246,-54.6152944,0.439034447,2.854682786,Exploratory,Resting,Resting,1,1
61,-2.483762012,-54.60307511,0.013046343,3.095992143,Resting,Resting,Resting,1,1
62,-2.560101342,-54.60299782,0.076339369,1.927765193,Resting,Resting,Resting,1,1
63,-2.551588171,-54.6029396,0.008513371,-3.133741634,Resting,Resting,Resting,1,1
64,-1.511640599,-52.66065039,2.203174604,1.072374512,Exploratory,Resting,Exploratory,1,1
65,3.82351069,-37.7775646,15.81044218,0.147382175,Transit,Resting,Transit,1,1
66,3.958507257,-38.06024723,0.31326274,-2.351860405,Resting,Resting,Resting,1,1
67,3.954946683,-38.03955434,0.020996984,2.866460507,Resting,Resting,Resting,1,1
68,4.237805094,-38.4233839,0.476795565,-2.676903024,Resting,Resting,Resting,2,1
69,4.224621434,-38.4136193,0.016405983,-2.843380994,Resting,Resting,Resting,2,1
70,4.224647461,-38.41350732,0.00011497,-1.161664432,Resting,Resting,Resting,2,1
71,4.205748399,-38.43805373,0.03097904,2.713820981,Resting,Resting,Resting,2,1
72,3.613051674,-37.23171341,1.344078264,-2.028778871,Resting,Resting,Exploratory,2,1
73,4.08166922,-38.6059611,1.451950114,3.013548743,Exploratory,Resting,Exploratory,2,1
74,4.012382606,-37.95451123,0.655124089,2.918917857,Resting,Resting,Exploratory,2,1
75,1.640039336,-37.79647983,2.377601,1.398321327,Exploratory,Resting,Exploratory,2,1
76,2.292442113,-37.66720913,0.665086685,-2.879465078,Resting,Resting,Exploratory,2,1
77,1.242720901,-37.20554782,1.146754457,2.531646415,Resting,Resting,Exploratory,2,1
78,1.288704452,-37.1152432,0.101338108,-1.627446207,Resting,Resting,Exploratory,2,1
79,1.039724344,-44.26999028,7.159077934,-2.705393578,Transit,Resting,Exploratory,2,1
80,1.040997497,-44.26457443,0.005563483,2.945491017,Resting,Resting,Resting,2,1
81,1.030743777,-44.28821793,0.025771182,2.963279616,Resting,Resting,Resting,2,1
82,1.040207863,-44.27134323,0.019347462,3.03966133,Resting,Resting,Resting,2,1
83,0.991797795,-44.36205633,0.102822179,-3.120674028,Resting,Resting,Resting,2,1
84,0.991854351,-44.36203806,5.94E-05,2.373474391,Resting,Resting,Resting,2,1
85,0.980148181,-44.35984474,0.011909873,2.64391039,Resting,Resting,Resting,2,2
86,1.376792979,-44.31554364,0.399111116,-2.845147208,Resting,Resting,Resting,2,2
87,1.057552642,-44.32298158,0.319326973,3.053658691,Resting,Resting,Resting,2,2
88,1.064031329,-44.32899257,0.008837728,2.370328688,Resting,Resting,Resting,2,2
89,1.055159353,-44.34111082,0.015018782,-1.454784636,Resting,Resting,Resting,2,2
90,1.115318409,-44.2618192,0.099530263,3.124500349,Resting,Resting,Resting,2,2
91,1.094801222,-44.28449101,0.030577216,3.055091459,Resting,Resting,Resting,2,2
92,1.066531965,-44.25929208,0.037869999,-1.563282856,Resting,Resting,Resting,2,2
93,1.059191585,-44.26842913,0.011720355,1.622044568,Resting,Resting,Resting,2,2
94,-0.687710004,-44.95533784,1.877101153,-0.519362937,Exploratory,Resting,Resting,2,2
95,-0.683239367,-44.95559629,0.004478101,2.709201385,Resting,Resting,Resting,2,2
96,-0.748345025,-44.96994908,0.066668953,-2.86686229,Resting,Resting,Resting,2,2
97,-0.655604107,-45.05179187,0.123689612,2.201554031,Resting,Resting,Resting,2,2
98,7.651570827,-58.34292387,15.6736513,-0.289129708,Transit,Resting,Transit,2,2
99,7.650855725,-58.34087206,0.00217285,2.918340186,Resting,Resting,Resting,2,2
100,7.650855725,-58.34087206,2.07E-15,2.420090528,Resting,Resting,Resting,2,2
101,7.63016702,-58.44663902,0.107771389,0.192976019,Resting,Resting,Exploratory,2,2
102,7.521252266,-58.52273589,0.132865186,-0.767787408,Exploratory,Exploratory,Exploratory,2,2
103,6.572718086,-57.48506789,1.405870539,-1.440086008,Exploratory,Exploratory,Exploratory,2,2
104,6.121298511,-54.68987604,2.831409034,-0.580435628,Exploratory,Exploratory,Exploratory,2,2
105,5.300214071,-55.73878964,1.332065841,2.317314778,Exploratory,Exploratory,Exploratory,2,2
106,7.486968357,-54.52554014,2.500773612,2.741492413,Exploratory,Exploratory,Exploratory,2,2
107,10.38911341,-56.72960727,3.644222524,-1.156063279,Exploratory,Exploratory,Exploratory,3,2
108,10.08890473,-57.17518282,0.537273503,-1.514161121,Exploratory,Exploratory,Exploratory,3,2
109,9.801351912,-59.56598891,2.408036623,0.473194304,Exploratory,Exploratory,Exploratory,3,2
110,11.20006922,-58.41361198,1.81228659,2.379629758,Exploratory,Exploratory,Exploratory,3,2
111,13.69864084,-61.05664096,3.637095309,-1.502620555,Exploratory,Exploratory,Exploratory,3,2
112,14.99680135,-60.45468566,1.430933575,1.247673733,Exploratory,Exploratory,Exploratory,3,2
113,15.51419471,-61.19022541,0.899285612,-1.391965925,Exploratory,Exploratory,Exploratory,3,2
114,17.79253001,-63.37923761,3.159523094,0.192372595,Exploratory,Exploratory,Exploratory,3,2
115,13.94237424,-62.83889252,3.887887899,-2.515619502,Exploratory,Exploratory,Exploratory,3,2
116,14.49822802,-63.26120464,0.698083777,2.631311187,Exploratory,Exploratory,Exploratory,3,2
117,16.88252084,-62.81498747,2.425687941,0.834722988,Exploratory,Exploratory,Exploratory,3,2
118,16.65764198,-63.13384324,0.390178811,-2.3700578,Exploratory,Exploratory,Exploratory,3,2
119,15.227192,-63.41515105,1.457848151,-0.762364411,Exploratory,Exploratory,Exploratory,3,2
120,13.95838291,-62.97423018,1.343237771,-0.528631693,Exploratory,Exploratory,Exploratory,3,2
121,12.91893756,-64.95606087,2.23787835,1.422203946,Exploratory,Exploratory,Exploratory,3,2
122,13.23913054,-66.08112246,1.169738058,0.76031466,Exploratory,Exploratory,Exploratory,3,2
123,14.352293,-67.13177702,1.530687967,0.537008387,Exploratory,Exploratory,Exploratory,3,2
124,16.71883705,-66.30666724,2.506259544,1.091995393,Exploratory,Exploratory,Exploratory,3,2
125,16.05029891,-67.7604847,1.600165129,-2.337288351,Exploratory,Exploratory,Exploratory,3,2
126,17.04727944,-67.37840177,1.067687941,2.367786593,Exploratory,Exploratory,Exploratory,3,2
127,14.85283873,-64.92505894,3.291574251,1.934572342,Exploratory,Exploratory,Exploratory,3,2
128,13.61261102,-64.68160396,1.26389679,0.647211062,Exploratory,Exploratory,Exploratory,3,2
129,12.67427874,-65.05990575,1.011721161,0.577064997,Exploratory,Exploratory,Exploratory,3,2
130,15.3407498,-64.96673589,2.668098301,2.793288726,Exploratory,Exploratory,Exploratory,3,2
131,15.69894654,-64.75799492,0.414581348,0.492715833,Exploratory,Exploratory,Exploratory,3,2
132,14.64218948,-65.02480855,1.089919723,2.861264387,Exploratory,Exploratory,Exploratory,3,2
133,11.36884957,-65.91634379,3.392578555,0.018597937,Exploratory,Exploratory,Exploratory,3,2
134,14.38583006,-69.60870751,4.768198945,1.989956814,Exploratory,Exploratory,Exploratory,3,2
135,14.39531117,-64.48422648,5.124489802,2.454669454,Exploratory,Exploratory,Exploratory,3,2
136,10.88301775,-66.04134164,3.841980306,1.989942217,Exploratory,Exploratory,Exploratory,3,2
137,8.846256713,-66.62509567,2.118764799,-0.138169088,Exploratory,Exploratory,Exploratory,3,2
138,9.85945309,-66.97227595,1.071028034,2.532346469,Exploratory,Exploratory,Exploratory,3,2
139,10.50831909,-67.64043042,0.93137397,-0.469923113,Exploratory,Exploratory,Exploratory,3,2
140,9.474611982,-70.52527111,3.064450389,-1.114824583,Exploratory,Exploratory,Exploratory,3,2
141,9.510814197,-70.59225795,0.076143533,0.839542988,Exploratory,Exploratory,Exploratory,3,2
142,11.36532205,-68.74023168,2.620916002,1.860052897,Exploratory,Exploratory,Exploratory,3,2
143,12.17429908,-65.68483423,3.160679897,0.527237033,Exploratory,Exploratory,Exploratory,3,2
144,12.00678548,-67.223745,1.548001025,-2.991187176,Exploratory,Exploratory,Exploratory,3,2
145,12.2421169,-67.1946284,0.237125818,1.802321826,Exploratory,Exploratory,Exploratory,3,2
146,12.52846211,-66.76035104,0.520183051,0.864768779,Exploratory,Exploratory,Exploratory,3,2
147,12.76357619,-67.70087317,0.969464025,-2.313703245,Exploratory,Exploratory,Exploratory,3,2
148,15.44176496,-63.87601872,4.669283308,2.285765771,Exploratory,Exploratory,Exploratory,3,2
149,19.75897956,-61.71528981,4.827741844,-0.495890962,Exploratory,Exploratory,Exploratory,3,2
150,18.78301132,-61.27129106,1.072216812,2.250604546,Exploratory,Exploratory,Exploratory,3,2
151,17.87528059,-61.48421013,0.932367743,0.657344201,Exploratory,Exploratory,Exploratory,3,2
152,17.03429727,-61.43678157,0.842319661,-0.286733652,Exploratory,Exploratory,Exploratory,3,2
153,12.07393929,-58.9529406,5.547487467,-0.407901153,Exploratory,Exploratory,Exploratory,3,2
154,11.78692556,-58.68765233,0.390838517,-0.2818442,Exploratory,Exploratory,Exploratory,3,2
155,9.861763407,-59.161088,1.982521284,0.987217123,Exploratory,Exploratory,Exploratory,3,2
156,9.844759321,-58.8367876,0.324745882,-1.759546055,Exploratory,Exploratory,Exploratory,3,2
157,9.669111461,-59.40268203,0.59252736,2.788246232,Exploratory,Exploratory,Exploratory,3,2
158,9.349649998,-59.43267127,0.320865986,-1.176234999,Exploratory,Exploratory,Exploratory,3,2
159,11.52987001,-60.58283973,2.465004423,2.562551033,Exploratory,Exploratory,Exploratory,3,2
160,12.41819393,-59.09183703,1.735571501,1.518920007,Exploratory,Exploratory,Exploratory,3,2
161,12.26475519,-56.57870884,2.517807922,0.598297055,Exploratory,Exploratory,Exploratory,3,2
162,10.26619327,-56.20535407,2.033136385,1.325134192,Exploratory,Exploratory,Exploratory,3,2
163,9.030342017,-59.36452324,3.392296878,1.38258637,Exploratory,Exploratory,Exploratory,3,2
164,7.985660666,-60.30203209,1.403667327,-0.46652038,Exploratory,Exploratory,Exploratory,3,2
165,9.614629325,-59.28703606,1.919311291,2.967435129,Exploratory,Exploratory,Exploratory,3,2
166,7.644234313,-58.46630693,2.134491227,2.189692264,Exploratory,Exploratory,Exploratory,3,2
167,7.016553347,-59.64433272,1.334813902,1.475910133,Exploratory,Exploratory,Exploratory,3,2
168,6.026681567,-59.01643,1.172223516,-1.646513769,Exploratory,Exploratory,Exploratory,3,2
169,5.698521797,-60.20870304,1.236609819,1.867486655,Exploratory,Exploratory,Exploratory,3,2
170,3.243923969,-58.16605888,3.193343963,-1.996259827,Exploratory,Exploratory,Exploratory,3,2
171,3.147158396,-58.45204003,0.301908587,1.938577191,Exploratory,Exploratory,Exploratory,3,2
172,3.760034843,-59.2376933,0.996427918,0.988750051,Exploratory,Exploratory,Exploratory,3,2
173,4.307051124,-59.1224995,0.559013795,1.115870168,Exploratory,Exploratory,Exploratory,3,2
174,3.534406751,-57.57941498,1.725714101,1.827462081,Exploratory,Exploratory,Exploratory,3,2
175,0.715231946,-55.34149083,3.599451498,0.435614745,Exploratory,Exploratory,Exploratory,3,2
176,0.330818377,-58.21742416,2.901511031,2.108881026,Exploratory,Exploratory,Exploratory,3,2
177,-0.41992816,-56.65122604,1.736835314,-2.561728509,Exploratory,Exploratory,Exploratory,3,2
178,0.104509059,-54.23867755,2.468891369,-0.661034962,Exploratory,Exploratory,Exploratory,3,2
179,3.926199852,-56.0810862,4.242615954,-1.805966745,Exploratory,Exploratory,Exploratory,3,2
180,-1.361722219,-58.26555705,5.721366336,-2.300620254,Exploratory,Exploratory,Exploratory,3,2
181,0.427111881,-59.89473773,2.419536551,2.011116856,Exploratory,Exploratory,Exploratory,3,2
182,2.869107648,-58.38475871,2.871128694,1.292517074,Exploratory,Exploratory,Exploratory,3,2
183,1.973337131,-56.01407887,2.534270646,1.378272271,Exploratory,Exploratory,Exploratory,3,2
184,-1.013298367,-53.81484792,3.70899021,0.574813521,Exploratory,Exploratory,Exploratory,3,2
185,1.556321366,-55.0846337,2.866234724,-2.965839406,Exploratory,Exploratory,Exploratory,3,2
186,1.194348085,-55.26977911,0.406575306,-2.209836787,Exploratory,Exploratory,Exploratory,3,2
187,2.643292942,-55.82809672,1.552790954,2.301002399,Exploratory,Exploratory,Exploratory,3,2
188,0.82778023,-55.84129977,1.81556072,-2.766526808,Exploratory,Exploratory,Exploratory,3,2
189,0.362589447,-56.63757181,0.922199341,1.034795153,Exploratory,Exploratory,Exploratory,3,2
190,-0.910648335,-54.79944791,2.236030842,-2.007065161,Exploratory,Exploratory,Exploratory,3,2
191,0.435111474,-53.92011001,1.60757725,-1.597823604,Exploratory,Exploratory,Exploratory,3,2
192,2.417272606,-53.80327541,1.985601439,-0.519896352,Exploratory,Exploratory,Exploratory,3,2
193,3.440409299,-53.72432648,1.026178164,0.018136085,Exploratory,Exploratory,Exploratory,3,2
194,3.255506166,-53.38578894,0.385741935,1.993692561,Exploratory,Exploratory,Exploratory,3,2
195,1.872555268,-52.4364229,1.677453146,0.469295727,Exploratory,Exploratory,Exploratory,3,2
196,0.170250376,-53.00099092,1.793482367,0.921827412,Exploratory,Exploratory,Exploratory,3,2
197,0.366222197,-52.04599697,0.974894051,-2.093427997,Exploratory,Exploratory,Exploratory,3,2
198,0.964587732,-55.02609586,3.039577398,-2.741042724,Exploratory,Exploratory,Exploratory,3,2
199,2.813853128,-53.38207662,2.474385131,2.099355159,Exploratory,Exploratory,Exploratory,3,2
200,4.875483521,-53.35426049,2.061818036,-0.713219665,Exploratory,Exploratory,Exploratory,3,2
201,6.087881253,-59.86444324,6.622113539,-1.400166055,Exploratory,Exploratory,Transit,3,2
202,8.860682578,-69.55093633,10.07554343,0.094677194,Transit,Exploratory,Transit,3,2
203,8.863422667,-69.53131437,0.019812352,2.724046907,Resting,Exploratory,Resting,3,2
204,8.608284968,-69.66923518,0.290029991,2.205120707,Exploratory,Exploratory,Exploratory,3,2
205,9.00287476,-71.79973996,2.166737578,1.258353105,Exploratory,Exploratory,Exploratory,3,2
206,6.686258129,-72.81342155,2.528687994,-1.341461617,Exploratory,Exploratory,Exploratory,3,2
207,4.947833311,-73.43570789,1.846445543,-0.06872071,Exploratory,Exploratory,Exploratory,3,2
208,4.566609874,-73.02187339,0.56266358,-1.17014076,Exploratory,Exploratory,Exploratory,3,2
209,4.587613966,-73.03584026,0.025223902,-2.902019941,Resting,Exploratory,Resting,3,2
210,4.418476961,-73.32745214,0.337112474,-1.509565842,Exploratory,Exploratory,Resting,3,2
211,5.414892444,-73.37335205,0.997472113,2.050353048,Exploratory,Exploratory,Resting,3,2
212,5.412958007,-73.37329056,0.001935414,-3.12733506,Resting,Exploratory,Resting,3,2
213,7.35184457,-74.05536495,2.055360446,2.835101956,Exploratory,Exploratory,Resting,3,2
214,4.840209853,-72.57835962,2.91373535,2.948260449,Exploratory,Exploratory,Resting,3,2
215,-2.007846555,-69.32969736,7.579556914,0.088645759,Transit,Exploratory,Transit,3,2
216,-2.745928612,-67.28844899,2.170589792,-0.780887453,Exploratory,Exploratory,Exploratory,3,2
217,-0.335174671,-69.45877268,3.24376933,-2.650716097,Exploratory,Exploratory,Exploratory,3,2
218,-1.086762024,-68.54857444,1.180400094,2.993999627,Exploratory,Exploratory,Exploratory,3,2
219,-1.212305029,-67.98622622,0.576191433,-0.470594316,Exploratory,Exploratory,Exploratory,3,2
220,-0.964837553,-68.26645466,0.37385576,-2.637843997,Exploratory,Exploratory,Exploratory,3,2
221,-0.873187677,-69.47147345,1.20849907,-0.647484053,Exploratory,Exploratory,Exploratory,3,2
222,-1.010704876,-69.14357044,0.355571887,-2.820399268,Resting,Exploratory,Exploratory,3,2
223,0.418884768,-68.68145053,1.50242516,-1.655248893,Exploratory,Exploratory,Exploratory,3,2
224,0.470052443,-68.74898638,0.084730289,-1.235076736,Resting,Exploratory,Exploratory,3,2
225,1.022126357,-68.26870339,0.731749517,1.638394398,Exploratory,Exploratory,Exploratory,3,2
226,-0.416181075,-68.50280543,1.45723438,2.58697084,Exploratory,Exploratory,Exploratory,3,2
227,-8.196976908,-71.60098146,8.37493155,0.217591184,Transit,Exploratory,Transit,3,2
228,-9.244613703,-72.27051925,1.243311587,0.189731276,Exploratory,Exploratory,Exploratory,3,2
229,-8.035553404,-68.62235537,3.843296302,-2.459490176,Exploratory,Exploratory,Exploratory,3,2
230,-8.936987479,-65.41856894,3.328187323,0.594298289,Exploratory,Exploratory,Exploratory,3,2
231,-9.764432029,-63.52128675,2.069865745,0.136978152,Exploratory,Exploratory,Exploratory,3,2
232,-8.837789594,-63.27205272,0.959574803,-1.71930215,Exploratory,Exploratory,Exploratory,3,2
233,-10.75188812,-62.81590767,1.967699543,2.644901552,Exploratory,Exploratory,Exploratory,3,2
234,-10.75190696,-62.82122653,0.005318898,1.801199306,Resting,Exploratory,Exploratory,3,2
235,-8.100209351,-62.98937064,2.657023269,1.511012693,Exploratory,Exploratory,Exploratory,3,2
236,-5.536587424,-61.29024426,3.075579271,0.648634661,Exploratory,Exploratory,Exploratory,3,2
237,-2.781739103,-60.02329529,3.032218488,-0.154254985,Exploratory,Exploratory,Exploratory,3,2
238,-0.919780981,-60.51379693,1.925481731,-0.688635666,Exploratory,Exploratory,Exploratory,3,3
239,-1.591099239,-59.87009252,0.93006643,2.634771365,Exploratory,Exploratory,Exploratory,3,3
240,-1.870914575,-59.93007582,0.286172359,0.975573972,Exploratory,Exploratory,Exploratory,3,3
241,-3.06302179,-57.84841793,2.39883705,-1.261884839,Exploratory,Exploratory,Exploratory,3,3
242,-11.78306337,-45.58175154,15.05025679,0.097903071,Transit,Exploratory,Transit,4,3
243,-12.1419069,-46.65321305,1.129955066,2.200437419,Exploratory,Exploratory,Exploratory,4,3
244,-11.51261626,-46.65394061,0.629291066,1.892809363,Exploratory,Exploratory,Exploratory,4,3
245,-11.51271645,-46.65394145,0.000100194,-3.132019221,Resting,Exploratory,Resting,4,3
246,-10.42459192,-46.17718631,1.187985886,-2.737059156,Exploratory,Exploratory,Resting,4,3
247,7.149630171,-40.01095231,18.62459996,-0.075502803,Transit,Exploratory,Transit,4,3
248,6.198020832,-41.82356836,2.047226727,-2.391685213,Exploratory,Exploratory,Exploratory,4,3
249,7.387558073,-43.66205535,2.189756438,1.057718139,Exploratory,Exploratory,Exploratory,4,3
250,10.93566357,-37.51242649,7.099787869,2.044007493,Exploratory,Exploratory,Exploratory,4,3
251,9.777680778,-38.56435863,1.564444115,2.831550641,Exploratory,Exploratory,Exploratory,4,3
252,9.777695121,-38.56435925,1.44E-05,2.360668557,Resting,Exploratory,Resting,4,3
253,10.02960704,-38.43376381,0.283751271,0.521750217,Exploratory,Exploratory,Resting,4,3
254,17.30419526,-42.56268656,8.36466598,-0.994513821,Transit,Exploratory,Transit,4,3
255,14.2197908,-42.02793044,3.130417701,-2.797019065,Exploratory,Exploratory,Exploratory,4,3
256,14.27340114,-42.01341156,0.055541568,-2.705446619,Resting,Exploratory,Exploratory,4,3
257,14.82122786,-42.12390394,0.558858378,-0.463500465,Exploratory,Exploratory,Exploratory,4,3
258,16.18287488,-44.96368375,3.14935421,-0.924668488,Exploratory,Exploratory,Exploratory,4,3
259,16.93989036,-44.84712395,0.76593644,1.276463694,Exploratory,Exploratory,Exploratory,4,3
260,13.23737074,-42.02812459,4.653537255,2.338079271,Exploratory,Exploratory,Exploratory,4,3
261,9.818382193,-41.48612378,3.461682761,0.493521975,Exploratory,Exploratory,Exploratory,4,3
262,10.03046906,-40.54857134,0.961241606,-1.63604698,Exploratory,Exploratory,Exploratory,4,3
263,10.0303262,-40.54842099,0.000207395,0.982332819,Resting,Exploratory,Resting,4,3
264,13.66431781,-42.26400749,4.018598266,-2.77173496,Exploratory,Exploratory,Exploratory,4,3
265,13.28722629,-42.58307231,0.493963939,-1.998280394,Exploratory,Exploratory,Exploratory,4,3
266,11.55305792,-41.66477582,1.962296715,-1.189230055,Exploratory,Exploratory,Exploratory,4,3
267,2.67823842,-37.90054283,9.640117793,0.085844226,Transit,Exploratory,Transit,4,3
268,2.678239336,-37.90054281,9.16E-07,-2.714054971,Resting,Exploratory,Resting,4,3
269,1.336582054,-38.54474259,1.488300247,-2.720338217,Exploratory,Exploratory,Resting,4,3
270,1.546010629,-37.99546937,0.587844705,-2.382707746,Exploratory,Exploratory,Resting,4,3
271,4.23259297,-26.67787398,11.63209741,0.131200527,Transit,Exploratory,Transit,4,3
272,1.672344883,-24.36669826,3.449116336,1.069550124,Exploratory,Exploratory,Exploratory,4,3
273,5.161918381,-20.03788777,5.56019095,-1.514949069,Exploratory,Exploratory,Exploratory,4,3
274,10.46491372,-15.22398686,7.162080813,-0.155238752,Transit,Exploratory,Transit,4,3
275,15.23808134,-13.33415272,5.133673364,-0.360099725,Exploratory,Exploratory,Transit,4,3
276,28.15465077,-10.17710403,13.29679368,-0.137273094,Transit,Exploratory,Transit,4,3
277,27.89186143,-10.21391598,0.265355155,3.041049967,Exploratory,Exploratory,Resting,4,3
278,26.79244171,-8.200062509,2.294412671,-1.210260462,Exploratory,Exploratory,Exploratory,4,3
279,26.22570372,-7.320771869,1.046108968,0.072815505,Exploratory,Exploratory,Exploratory,4,3
280,26.43058705,-6.419360605,0.924402211,-0.796022,Exploratory,Exploratory,Exploratory,4,3
281,25.93083613,-5.728982048,0.852275502,0.850068058,Exploratory,Exploratory,Exploratory,5,3
282,19.27428928,-1.660042111,7.801659326,0.395558682,Transit,Exploratory,Exploratory,5,3
283,19.53638728,-2.842384741,1.211044779,2.337609776,Exploratory,Exploratory,Exploratory,5,3
284,17.73155744,-1.854690579,2.05741355,-2.289675387,Exploratory,Exploratory,Exploratory,5,3
285,16.44842171,-2.855752458,1.627440374,1.163260829,Exploratory,Exploratory,Exploratory,5,3
286,16.48993316,-2.759274618,0.105029392,-2.639652489,Resting,Exploratory,Resting,5,3
287,16.48990678,-2.759370705,9.96E-05,-3.003186463,Resting,Exploratory,Resting,5,3
288,19.25285886,-5.583148471,3.950648695,1.042430083,Exploratory,Exploratory,Exploratory,5,3
289,19.49558836,-5.400938451,0.30350964,1.440215734,Exploratory,Exploratory,Exploratory,5,3
290,18.71866152,-7.320502359,2.070830972,-2.599313832,Exploratory,Exploratory,Exploratory,5,3
291,19.47095372,-8.425180378,1.336509287,0.982451179,Exploratory,Exploratory,Exploratory,5,3
292,16.87223401,-8.938389997,2.648910764,-1.973683808,Exploratory,Exploratory,Exploratory,5,3
293,15.46764911,-9.51302474,1.517584864,0.193361466,Exploratory,Exploratory,Exploratory,5,3
294,15.21169116,-10.16672973,0.702028976,0.809257769,Exploratory,Exploratory,Exploratory,5,3
