"id","bin","behav","prop","param"
"4_3",5,"3",0.420498129030667,"Step Length"
"4_3",1,"1",0.354684179940156,"Turning Angle"
"4_3",2,"1",0.053335409124966,"Turning Angle"
"4_3",3,"1",0.0313565026364851,"Turning Angle"
"4_3",4,"1",0.058307888515454,"Turning Angle"
"4_3",5,"1",0.0567995708975196,"Turning Angle"
"4_3",6,"1",0.0351157770472208,"Turning Angle"
"4_3",7,"1",0.0554661643765021,"Turning Angle"
"4_3",8,"1",0.354934507461697,"Turning Angle"
"4_3",1,"2",0.125422438626507,"Turning Angle"
"4_3",2,"2",0.12043255368873,"Turning Angle"
"4_3",3,"2",0.140835474084988,"Turning Angle"
"4_3",4,"2",0.127518345976967,"Turning Angle"
"4_3",5,"2",0.14294144085374,"Turning Angle"
"4_3",6,"2",0.121060377908084,"Turning Angle"
"4_3",7,"2",0.108278304423339,"Turning Angle"
"4_3",8,"2",0.113511064437644,"Turning Angle"
"4_3",1,"3",0.0044288297596658,"Turning Angle"
"4_3",2,"3",0.0084592464068918,"Turning Angle"
"4_3",3,"3",0.0383014121041892,"Turning Angle"
"4_3",4,"3",0.437507427698212,"Turning Angle"
"4_3",5,"3",0.450429325610791,"Turning Angle"
"4_3",6,"3",0.0427861346851881,"Turning Angle"
"4_3",7,"3",0.0142661528541176,"Turning Angle"
"4_3",8,"3",0.0038214708809445,"Turning Angle"
"5_3",1,"1",0.0440834691560094,"Step Length"
"5_3",2,"1",0.260287512169117,"Step Length"
"5_3",3,"1",0.591937659414745,"Step Length"
"5_3",4,"1",0.0812538211967692,"Step Length"
"5_3",5,"1",0.0224375380633595,"Step Length"
"5_3",1,"2",0.0213478716247707,"Step Length"
"5_3",2,"2",0.000169564776996657,"Step Length"
"5_3",3,"2",0.000435282965477367,"Step Length"
"5_3",4,"2",0.564028225555797,"Step Length"
"5_3",5,"2",0.414019055076958,"Step Length"
"5_3",1,"3",0.608574109747323,"Step Length"
"5_3",2,"3",0.386976562684413,"Step Length"
"5_3",3,"3",0.0011292997364608,"Step Length"
"5_3",4,"3",0.000245860465369083,"Step Length"
"5_3",5,"3",0.00307416736643452,"Step Length"
"5_3",1,"1",0.152208420875252,"Turning Angle"
"5_3",2,"1",0.11263821703288,"Turning Angle"
"5_3",3,"1",0.115098498348333,"Turning Angle"
"5_3",4,"1",0.126684744060771,"Turning Angle"
"5_3",5,"1",0.141326339029963,"Turning Angle"
"5_3",6,"1",0.107509848641654,"Turning Angle"
"5_3",7,"1",0.103516388093617,"Turning Angle"
"5_3",8,"1",0.141017543917529,"Turning Angle"
"5_3",1,"2",0.0267810837437835,"Turning Angle"
"5_3",2,"2",0.0108665618543388,"Turning Angle"
"5_3",3,"2",0.0305042834526234,"Turning Angle"
"5_3",4,"2",0.41807238997328,"Turning Angle"
"5_3",5,"2",0.413166928588685,"Turning Angle"
"5_3",6,"2",0.0611942705358035,"Turning Angle"
"5_3",7,"2",0.0152106479608442,"Turning Angle"
"5_3",8,"2",0.024203833890642,"Turning Angle"
"5_3",1,"3",0.448186830776993,"Turning Angle"
"5_3",2,"3",0.0382732019517604,"Turning Angle"
"5_3",3,"3",0.000458965235556553,"Turning Angle"
"5_3",4,"3",0.000232091387623213,"Turning Angle"
"5_3",5,"3",0.000122746690823365,"Turning Angle"
"5_3",6,"3",0.00587172743422766,"Turning Angle"
"5_3",7,"3",0.0418591450792967,"Turning Angle"
"5_3",8,"3",0.464995291443719,"Turning Angle"
"1_4",1,"1",0.0537792880105558,"Step Length"
"1_4",2,"1",0.0595193805825869,"Step Length"
"1_4",3,"1",0.0923162069733436,"Step Length"
"1_4",4,"1",0.463287370052132,"Step Length"
"1_4",5,"1",0.331097754381381,"Step Length"
"1_4",1,"2",0.496796968468522,"Step Length"
"1_4",2,"2",0.373746802482511,"Step Length"
"1_4",3,"2",0.128833678624277,"Step Length"
"1_4",4,"2",0.000297630120041946,"Step Length"
"1_4",5,"2",0.000324920304647852,"Step Length"
"1_4",1,"3",0.000457096830596753,"Step Length"
"1_4",2,"3",0.246823809843463,"Step Length"
"1_4",3,"3",0.70856389534932,"Step Length"
"1_4",4,"3",0.0439586502453624,"Step Length"
"1_4",5,"3",0.00019654773125787,"Step Length"
"1_4",1,"1",0.0613243159383341,"Turning Angle"
"1_4",2,"1",0.0370738186071361,"Turning Angle"
"1_4",3,"1",0.0557193081767336,"Turning Angle"
"1_4",4,"1",0.350302207854164,"Turning Angle"
"1_4",5,"1",0.350343280980878,"Turning Angle"
"1_4",6,"1",0.0524818580172395,"Turning Angle"
"1_4",7,"1",0.0323991950438638,"Turning Angle"
"1_4",8,"1",0.0603560153816512,"Turning Angle"
"1_4",1,"2",0.393097165808035,"Turning Angle"
"1_4",2,"2",0.0536394942228769,"Turning Angle"
"1_4",3,"2",0.0265883891939294,"Turning Angle"
"1_4",4,"2",0.0230147043206932,"Turning Angle"
"1_4",5,"2",0.0195167898924206,"Turning Angle"
"1_4",6,"2",0.0313188871981849,"Turning Angle"
"1_4",7,"2",0.0541336780279847,"Turning Angle"
"1_4",8,"2",0.398690891335875,"Turning Angle"
"1_4",1,"3",0.122174191004082,"Turning Angle"
"1_4",2,"3",0.128778007647549,"Turning Angle"
"1_4",3,"3",0.127485589355479,"Turning Angle"
"1_4",4,"3",0.129547986822356,"Turning Angle"
"1_4",5,"3",0.112645863681399,"Turning Angle"
"1_4",6,"3",0.125686384029255,"Turning Angle"
"1_4",7,"3",0.133695418122779,"Turning Angle"
"1_4",8,"3",0.119986559337101,"Turning Angle"
"2_4",1,"1",0.43877837993613,"Step Length"
"2_4",2,"1",0.341377111413893,"Step Length"
"2_4",3,"1",0.131460494420357,"Step Length"
"2_4",4,"1",0.0545477506628873,"Step Length"
"2_4",5,"1",0.0338362635667323,"Step Length"
"2_4",1,"2",2.77520486558241e-05,"Step Length"
"2_4",2,"2",0.00280142960042162,"Step Length"
"2_4",3,"2",0.0746783557889475,"Step Length"
"2_4",4,"2",0.528114294573203,"Step Length"
"2_4",5,"2",0.394378167988772,"Step Length"
"2_4",1,"3",0.000167871043752803,"Step Length"
"2_4",2,"3",0.242325826701686,"Step Length"
"2_4",3,"3",0.714786072683952,"Step Length"
"2_4",4,"3",0.0426095708105275,"Step Length"
"2_4",5,"3",0.000110658760081989,"Step Length"
"2_4",1,"1",0.349759176421122,"Turning Angle"
"2_4",2,"1",0.0551528354603589,"Turning Angle"
"2_4",3,"1",0.0350166661166852,"Turning Angle"
"2_4",4,"1",0.060680053802377,"Turning Angle"
"2_4",5,"1",0.0594884936950953,"Turning Angle"
"2_4",6,"1",0.0323244561092588,"Turning Angle"
"2_4",7,"1",0.0527269525789034,"Turning Angle"
"2_4",8,"1",0.354851365816199,"Turning Angle"
"2_4",1,"2",0.00934771028066005,"Turning Angle"
"2_4",2,"2",0.0228370084328699,"Turning Angle"
"2_4",3,"2",0.0510557014415272,"Turning Angle"
"2_4",4,"2",0.413093377177669,"Turning Angle"
"2_4",5,"2",0.408428328829994,"Turning Angle"
"2_4",6,"2",0.0581835342202365,"Turning Angle"
"2_4",7,"2",0.0267076747445707,"Turning Angle"
"2_4",8,"2",0.010346664872473,"Turning Angle"
"2_4",1,"3",0.119073905652525,"Turning Angle"
"2_4",2,"3",0.132092074441979,"Turning Angle"
"2_4",3,"3",0.134081054362917,"Turning Angle"
"2_4",4,"3",0.122362191155518,"Turning Angle"
"2_4",5,"3",0.120898827644866,"Turning Angle"
"2_4",6,"3",0.129622826364617,"Turning Angle"
"2_4",7,"3",0.128278588895169,"Turning Angle"
"2_4",8,"3",0.113590531482408,"Turning Angle"
"3_4",1,"1",0.0503545532033198,"Step Length"
"3_4",2,"1",0.238500577414518,"Step Length"
"3_4",3,"1",0.575179528610786,"Step Length"
"3_4",4,"1",0.0988474257064737,"Step Length"
"3_4",5,"1",0.0371179150649022,"Step Length"
"3_4",1,"2",0.5612010510873,"Step Length"
"3_4",2,"2",0.361483284763961,"Step Length"
"3_4",3,"2",0.000864869151736433,"Step Length"
"3_4",4,"2",0.0409633781537364,"Step Length"
"3_4",5,"2",0.0354874168432662,"Step Length"
"3_4",1,"3",0.000159994348541904,"Step Length"
"3_4",2,"3",7.85735501280879e-05,"Step Length"
"3_4",3,"3",0.000149361248937086,"Step Length"
"3_4",4,"3",0.582790589215775,"Step Length"
"3_4",5,"3",0.416821481636618,"Step Length"
"3_4",1,"1",0.140361569145123,"Turning Angle"
"3_4",2,"1",0.11043240862961,"Turning Angle"
"3_4",3,"1",0.107277386098819,"Turning Angle"
"3_4",4,"1",0.141941719362581,"Turning Angle"
"3_4",5,"1",0.140645384240233,"Turning Angle"
"3_4",6,"1",0.108961147021183,"Turning Angle"
"3_4",7,"1",0.112109779548071,"Turning Angle"
"3_4",8,"1",0.138270605954379,"Turning Angle"
"3_4",1,"2",0.416387993521421,"Turning Angle"
"3_4",2,"2",0.0341186367784993,"Turning Angle"
"3_4",3,"2",0.0110048523720257,"Turning Angle"
"3_4",4,"2",0.0368357428039187,"Turning Angle"
"3_4",5,"2",0.0362630342343312,"Turning Angle"
"3_4",6,"2",0.0103191554564969,"Turning Angle"
"3_4",7,"2",0.0376543588913231,"Turning Angle"
"3_4",8,"2",0.417416225941984,"Turning Angle"
"3_4",1,"3",0.00764641857021859,"Turning Angle"
"3_4",2,"3",0.0164481327493612,"Turning Angle"
"3_4",3,"3",0.0504867864099453,"Turning Angle"
"3_4",4,"3",0.424908925141968,"Turning Angle"
"3_4",5,"3",0.434238209503511,"Turning Angle"
"3_4",6,"3",0.041045980458419,"Turning Angle"
"3_4",7,"3",0.0185418473306409,"Turning Angle"
"3_4",8,"3",0.0066836998359364,"Turning Angle"
"4_4",1,"1",0.0451692036611879,"Step Length"
"4_4",2,"1",0.0553029746573278,"Step Length"
"4_4",3,"1",0.0867674968797831,"Step Length"
"4_4",4,"1",0.476914615985608,"Step Length"
"4_4",5,"1",0.335845708816093,"Step Length"
"4_4",1,"2",0.500859282371722,"Step Length"
"4_4",2,"2",0.37163180281081,"Step Length"
"4_4",3,"2",0.125954717449313,"Step Length"
"4_4",4,"2",0.0014598135639803,"Step Length"
"4_4",5,"2",9.43838041750596e-05,"Step Length"
"4_4",1,"3",0.00020760842628784,"Step Length"
"4_4",2,"3",0.249479577323492,"Step Length"
"4_4",3,"3",0.701759446829274,"Step Length"
"4_4",4,"3",0.0483126897548157,"Step Length"
"4_4",5,"3",0.000240677666130139,"Step Length"
"4_4",1,"1",0.054602662856655,"Turning Angle"
"4_4",2,"1",0.0363122964023754,"Turning Angle"
"4_4",3,"1",0.0553175375252024,"Turning Angle"
"4_4",4,"1",0.351489614013174,"Turning Angle"
"4_4",5,"1",0.358750839779688,"Turning Angle"
"4_4",6,"1",0.0515771484239402,"Turning Angle"
"4_4",7,"1",0.0360930569587094,"Turning Angle"
"4_4",8,"1",0.0558568440402549,"Turning Angle"
"4_4",1,"2",0.389850883304921,"Turning Angle"
"4_4",2,"2",0.0555664846941051,"Turning Angle"
"4_4",3,"2",0.0295199352426363,"Turning Angle"
"4_4",4,"2",0.022087833175309,"Turning Angle"
"4_4",5,"2",0.0186641217453628,"Turning Angle"
"4_4",6,"2",0.0324624287449807,"Turning Angle"
"4_4",7,"2",0.05841229374173,"Turning Angle"
"4_4",8,"2",0.393436019350955,"Turning Angle"
"4_4",1,"3",0.115315501967177,"Turning Angle"
"4_4",2,"3",0.12661143218413,"Turning Angle"
"4_4",3,"3",0.12952245681544,"Turning Angle"
"4_4",4,"3",0.124481210809812,"Turning Angle"
"4_4",5,"3",0.122725911187743,"Turning Angle"
"4_4",6,"3",0.120991748377308,"Turning Angle"
"4_4",7,"3",0.132933474308645,"Turning Angle"
"4_4",8,"3",0.127418264349745,"Turning Angle"
"5_4",1,"1",0.0499386832799928,"Step Length"
"5_4",2,"1",0.0526240455075245,"Step Length"
"5_4",3,"1",0.0789598933245537,"Step Length"
"5_4",4,"1",0.462633503973213,"Step Length"
"5_4",5,"1",0.355843873914716,"Step Length"
"5_4",1,"2",0.0550725516903572,"Step Length"
"5_4",2,"2",0.268764620438587,"Step Length"
"5_4",3,"2",0.625328246501447,"Step Length"
"5_4",4,"2",0.0507734626472196,"Step Length"
"5_4",5,"2",6.11187223895184e-05,"Step Length"
"5_4",1,"3",0.602118675992184,"Step Length"
"5_4",2,"3",0.394614691246534,"Step Length"
"5_4",3,"3",6.18019154946858e-05,"Step Length"
"5_4",4,"3",0.000216271612827184,"Step Length"
"5_4",5,"3",0.0029885592329608,"Step Length"
"5_4",1,"1",0.0575115525349758,"Turning Angle"
"5_4",2,"1",0.031194852119872,"Turning Angle"
"5_4",3,"1",0.0492591316719694,"Turning Angle"
"5_4",4,"1",0.355462272417219,"Turning Angle"
"5_4",5,"1",0.366004716127036,"Turning Angle"
"5_4",6,"1",0.0478511196564298,"Turning Angle"
"5_4",7,"1",0.032092478525098,"Turning Angle"
"5_4",8,"1",0.0606238769474003,"Turning Angle"
"5_4",1,"2",0.157295770812919,"Turning Angle"
"5_4",2,"2",0.11650462095498,"Turning Angle"
"5_4",3,"2",0.119345446790974,"Turning Angle"
"5_4",4,"2",0.115516118383218,"Turning Angle"
"5_4",5,"2",0.10754260952802,"Turning Angle"
"5_4",6,"2",0.116577629411737,"Turning Angle"
"5_4",7,"2",0.11785421280005,"Turning Angle"
"5_4",8,"2",0.149363591318102,"Turning Angle"
"5_4",1,"3",0.452683263054909,"Turning Angle"
"5_4",2,"3",0.0402088971814845,"Turning Angle"
"5_4",3,"3",0.00524123016537765,"Turning Angle"
"5_4",4,"3",0.00385877541088825,"Turning Angle"
"5_4",5,"3",5.55690136658261e-05,"Turning Angle"
"5_4",6,"3",0.0108922398710267,"Turning Angle"
"5_4",7,"3",0.0399713897699472,"Turning Angle"
"5_4",8,"3",0.4470886355327,"Turning Angle"
